sampling.event,date,run.time,ona.fish,okr.section,reach,fork_length_cm,poh_cm,otolith,otolith_vial,total.age,european.age,age.sample.quality,aging.comments,origin,hatchery,sex,spawned,fecundity,dna_yn,dna_vial,dna.results,tagged_yn,tag.type,tag,comments,year,doy,flreg,fish
Deadpitch,11/3/2020,Week 6,20350274,Shingle Creek,NA,NA,37.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,47.4,Sockeye
Deadpitch,11/3/2020,Week 6,20350275,Shingle Creek,NA,47,37.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,47,Sockeye
Deadpitch,11/3/2020,Week 6,20350276,Shingle Creek,NA,NA,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,48.6,Sockeye
Deadpitch,11/3/2020,Week 6,20350277,Shingle Creek,NA,NA,44.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,56.2,Sockeye
Deadpitch,11/3/2020,Week 6,20350278,Shingle Creek,NA,NA,39.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,49.9,Sockeye
Deadpitch,11/3/2020,Week 6,20350279,Shingle Creek,NA,NA,41.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,52.4,Sockeye
Deadpitch,11/3/2020,Week 6,20350280,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,50.5,Sockeye
Deadpitch,11/3/2020,Week 6,20350281,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,49.3,Sockeye
Deadpitch,11/3/2020,Week 6,20350282,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,50.5,Sockeye
Deadpitch,11/3/2020,Week 6,20350283,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,49.3,Sockeye
Deadpitch,11/3/2020,Week 6,20350284,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,48,Sockeye
Deadpitch,11/3/2020,Week 6,20350285,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,48,Sockeye
Deadpitch,11/3/2020,Week 6,20350286,Shingle Creek,NA,NA,41,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,51.8,Sockeye
Deadpitch,11/3/2020,Week 6,20350287,Shingle Creek,NA,NA,43,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,54.3,Sockeye
Deadpitch,11/3/2020,Week 6,20350288,Shingle Creek,NA,NA,40.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,51.2,Sockeye
Deadpitch,11/3/2020,Week 6,20350289,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,50.5,Sockeye
Deadpitch,11/3/2020,Week 6,20350290,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,50.5,Sockeye
Deadpitch,11/3/2020,Week 6,20350291,Shingle Creek,NA,NA,36,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,45.5,Sockeye
Deadpitch,11/3/2020,Week 6,20350292,Shingle Creek,NA,NA,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,48.6,Sockeye
Deadpitch,11/3/2020,Week 6,20350293,Shingle Creek,NA,NA,31.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,39.8,Sockeye
Deadpitch,11/3/2020,Week 6,20350294,Shingle Creek,NA,NA,37,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,46.8,Sockeye
Deadpitch,11/3/2020,Week 6,20350295,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,49.3,Sockeye
Deadpitch,11/3/2020,Week 6,20350296,Shingle Creek,NA,NA,36.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,46.1,Sockeye
Deadpitch,11/3/2020,Week 6,20350297,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,48,Sockeye
Deadpitch,11/3/2020,Week 6,20350298,Shingle Creek,NA,NA,43,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,54.3,Sockeye
Deadpitch,11/3/2020,Week 6,20350299,Shingle Creek,NA,NA,42,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,53.1,Sockeye
Deadpitch,11/3/2020,Week 6,20350300,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,50.5,Sockeye
Deadpitch,11/3/2020,Week 6,20350301,Shingle Creek,NA,NA,39.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,49.9,Sockeye
Deadpitch,11/3/2020,Week 6,20350302,Shingle Creek,NA,NA,35,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,44.2,Sockeye
Deadpitch,11/3/2020,Week 6,20350303,Shingle Creek,NA,NA,28,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,35.4,Sockeye
Deadpitch,11/3/2020,Week 6,20350304,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,50.5,Sockeye
Deadpitch,11/3/2020,Week 6,20350305,Shingle Creek,NA,NA,42.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,53.7,Sockeye
Deadpitch,11/3/2020,Week 6,20350306,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,49.3,Sockeye
Deadpitch,11/3/2020,Week 6,20350307,Shingle Creek,NA,NA,39.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,49.9,Sockeye
Deadpitch,11/3/2020,Week 6,20350308,Shingle Creek,NA,NA,42,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,53.1,Sockeye
Deadpitch,11/3/2020,Week 6,20350309,Shingle Creek,NA,NA,40.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,51.2,Sockeye
Deadpitch,11/3/2020,Week 6,20350310,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,50.5,Sockeye
Deadpitch,11/3/2020,Week 6,20350311,Shingle Creek,NA,NA,41,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,51.8,Sockeye
Deadpitch,11/3/2020,Week 6,20350312,Shingle Creek,NA,NA,39.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,49.9,Sockeye
Deadpitch,11/3/2020,Week 6,20350313,Shingle Creek,NA,NA,41.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,52.4,Sockeye
Deadpitch,11/3/2020,Week 6,20350314,Shingle Creek,NA,NA,42.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,53.7,Sockeye
Deadpitch,11/3/2020,Week 6,20350315,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,50.5,Sockeye
Deadpitch,11/3/2020,Week 6,20350316,Shingle Creek,NA,NA,39.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,49.9,Sockeye
Deadpitch,11/3/2020,Week 6,20350317,Shingle Creek,NA,NA,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,48.6,Sockeye
Deadpitch,11/3/2020,Week 6,20350318,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,49.3,Sockeye
Deadpitch,11/3/2020,Week 6,20350319,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,50.5,Sockeye
Deadpitch,11/3/2020,Week 6,20350320,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,50.5,Sockeye
Deadpitch,11/3/2020,Week 6,20350321,Shingle Creek,NA,NA,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,48.6,Sockeye
Deadpitch,11/3/2020,Week 6,20350322,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,50.5,Sockeye
Deadpitch,11/3/2020,Week 6,20350323,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,49.3,Sockeye
Deadpitch,11/3/2020,Week 6,20350324,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,49.3,Sockeye
Deadpitch,11/3/2020,Week 6,20350325,Shingle Creek,NA,NA,37.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,47.4,Sockeye
Deadpitch,11/3/2020,Week 6,20350326,Shingle Creek,NA,NA,41,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,51.8,Sockeye
Deadpitch,11/3/2020,Week 6,20350327,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,48,Sockeye
Deadpitch,11/3/2020,Week 6,20350328,Shingle Creek,NA,NA,29.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,37.3,Sockeye
Deadpitch,11/3/2020,Week 6,20350329,Shingle Creek,NA,NA,40.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,51.2,Sockeye
Deadpitch,11/3/2020,Week 6,20350330,Shingle Creek,NA,NA,41,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,51.8,Sockeye
Deadpitch,11/3/2020,Week 6,20350331,Shingle Creek,NA,NA,45,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,56.8,Sockeye
Deadpitch,11/3/2020,Week 6,20350332,Shingle Creek,NA,NA,41,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,51.8,Sockeye
Deadpitch,11/3/2020,Week 6,20350333,Shingle Creek,NA,NA,41.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,52.4,Sockeye
Deadpitch,11/3/2020,Week 6,20350334,Shingle Creek,NA,NA,21,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,308,26.6,Kokanee
Deadpitch,11/10/2020,Week 7,20350335,Shingle Creek,NA,NA,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350336,Shingle Creek,NA,NA,41,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,51.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350337,Shingle Creek,NA,NA,36.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.1,Sockeye
Deadpitch,11/10/2020,Week 7,20350338,Shingle Creek,NA,NA,42.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,53.7,Sockeye
Deadpitch,11/10/2020,Week 7,20350339,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350340,Shingle Creek,NA,48,37,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350341,Shingle Creek,NA,NA,40.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,51.2,Sockeye
Deadpitch,11/10/2020,Week 7,20350342,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350343,Shingle Creek,NA,NA,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350344,Shingle Creek,NA,NA,33,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,41.7,Sockeye
Deadpitch,11/10/2020,Week 7,20350345,Shingle Creek,NA,NA,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350346,Shingle Creek,NA,NA,36,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,45.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350347,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350348,Shingle Creek,NA,NA,36,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,45.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350349,Shingle Creek,NA,NA,41,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,51.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350350,Shingle Creek,NA,NA,39.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.9,Sockeye
Deadpitch,11/10/2020,Week 7,20350351,Shingle Creek,NA,NA,41,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,51.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350352,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350353,Shingle Creek,NA,NA,35,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,44.2,Sockeye
Deadpitch,11/10/2020,Week 7,20350354,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350355,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350356,Shingle Creek,NA,NA,36.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.1,Sockeye
Deadpitch,11/10/2020,Week 7,20350357,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350358,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350359,Shingle Creek,NA,NA,36,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,45.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350360,Shingle Creek,NA,NA,36.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.1,Sockeye
Deadpitch,11/10/2020,Week 7,20350361,Shingle Creek,NA,NA,36,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,45.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350362,Shingle Creek,NA,NA,36,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,45.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350363,Shingle Creek,NA,NA,39.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.9,Sockeye
Deadpitch,11/10/2020,Week 7,20350364,Shingle Creek,NA,48.5,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350365,Shingle Creek,NA,NA,37,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350366,Shingle Creek,NA,NA,34.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,43.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350367,Shingle Creek,NA,NA,37.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,47.4,Sockeye
Deadpitch,11/10/2020,Week 7,20350368,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350369,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350370,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350371,Shingle Creek,NA,NA,36.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.1,Sockeye
Deadpitch,11/10/2020,Week 7,20350372,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350373,Shingle Creek,NA,NA,40.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,51.2,Sockeye
Deadpitch,11/10/2020,Week 7,20350374,Shingle Creek,NA,NA,35.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,44.9,Sockeye
Deadpitch,11/10/2020,Week 7,20350375,Shingle Creek,NA,NA,31.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,39.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350376,Shingle Creek,NA,NA,35,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,44.2,Sockeye
Deadpitch,11/10/2020,Week 7,20350377,Shingle Creek,NA,NA,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350378,Shingle Creek,NA,NA,36.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.1,Sockeye
Deadpitch,11/10/2020,Week 7,20350379,Shingle Creek,NA,NA,30,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,37.9,Sockeye
Deadpitch,11/10/2020,Week 7,20350380,Shingle Creek,NA,NA,37,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350381,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350382,Shingle Creek,NA,NA,40.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,51.2,Sockeye
Deadpitch,11/10/2020,Week 7,20350383,Shingle Creek,NA,NA,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350384,Shingle Creek,NA,NA,39.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.9,Sockeye
Deadpitch,11/10/2020,Week 7,20350385,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350386,Shingle Creek,NA,NA,36.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.1,Sockeye
Deadpitch,11/10/2020,Week 7,20350387,Shingle Creek,NA,NA,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350388,Shingle Creek,NA,NA,39.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.9,Sockeye
Deadpitch,11/10/2020,Week 7,20350389,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350390,Shingle Creek,NA,NA,36,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,45.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350391,Shingle Creek,NA,NA,37.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,47.4,Sockeye
Deadpitch,11/10/2020,Week 7,20350392,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350393,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350394,Shingle Creek,NA,NA,37.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,47.4,Sockeye
Deadpitch,11/10/2020,Week 7,20350395,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350396,Shingle Creek,NA,NA,36.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.1,Sockeye
Deadpitch,11/10/2020,Week 7,20350397,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350398,Shingle Creek,NA,NA,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48.6,Sockeye
